,game_name,platform,main_genre,develeoper,publisher,max_players,online_game,release_year,release_month,rating,meta_score,user_score,critic_positive_normelize,user_positive_normelize,exclusive_game,publisher_labeled,develeoper_labeled,main_genres_labeled,platform_labeled
2599,Bravo Team,PlayStation,Action,Supermassive Games,Sony Interactive Entertainment,2,0,2018,3,3,0.38636363636363635,0.47872340425531923,0.05128205128205128,0.17563107432445085,1,826,1812,0,39
2600,Rodea the Sky Soldier,"Nintendo, Wii",Action,Prope,NIS America,1,0,2015,11,2,0.38636363636363635,0.6170212765957448,0.016129032258064516,0.5080338610627615,0,608,1465,0,18
2601,Smart Bomb,PlayStation,General,Core Design Ltd.,Eidos Interactive,4,1,2005,5,2,0.38636363636363635,0.6276595744680852,0.05263157894736842,0.030683641477694337,1,289,397,5,39
2602,Yet Another Zombie Defense HD,Xbox,Strategy,Awesome Games Studio,Awesome Games Studio,4,1,2018,6,4,0.38636363636363635,0.4361702127659576,0.0,0.0,1,88,167,14,45
2603,Earthworm Jim 2,Nintendo,Action,Super Empire,Majesco Games,2,0,2002,5,1,0.38636363636363635,0.6063829787234043,0.0,0.0595403676606395,1,544,1808,0,0
2604,The Scourge Project: Episodes 1 and 2,PC,Action,Tragnarion Studios,BITBOX S.L.,4,1,2010,4,3,0.375,0.44680851063829796,0.125,0.17828281460212547,1,90,1939,0,31
2605,Sword of the Stars II: Lords of Winter,PC,General,Kerberos Productions,Paradox Interactive,1,0,2011,10,3,0.375,0.46808510638297884,0.07142857142857142,0.2991751659611542,1,679,999,5,31
2606,Zoo Tycoon DS,Nintendo,Strategy,Altron,THQ,1,0,2005,10,1,0.375,0.6702127659574468,0.05263157894736842,0.17035503213838918,1,875,86,14,0
2607,Watchmen: The End Is Nigh Part 2,"PC, Xbox",Action,Deadline Games,Warner Bros. Interactive Entertainment,1,0,2009,7,4,0.375,0.5797872340425533,0.0,0.08096978389462772,0,980,473,0,38
2608,Dinotopia: The Sunstone Odyssey,Xbox,Action Adventure,Vicious Cycle,TDK Mediactive,1,0,2003,8,3,0.375,0.7012011581983197,0.0,0.6631653562348107,1,874,2036,1,45
2609,Superman: The Man of Steel,Xbox,Action,Circus Freak,Atari,1,0,2002,11,3,0.375,0.45744680851063835,0.0,0.0554160059499586,1,79,364,0,45
2610,ESPN National Hockey Night,PlayStation,Sim,Kush Games,Konami,4,1,2001,3,1,0.375,0.7012011581983197,0.1,0.6631653562348107,1,507,1028,11,39
2611,Hummer Badlands,Xbox,Racing,Eutechnyx,2K Games,2,0,2006,4,1,0.375,0.6063829787234043,0.14285714285714285,0.04533001721828965,1,11,618,8,45
2612,TMNT: Mutant Melee,"Old Platform, Xbox",Action,Konami Computer Entertainment Hawaii,Konami,2,1,2005,3,3,0.3693181818181818,0.6542553191489362,0.0,0.05828702732852017,0,507,1018,0,30
2613,Last Rebellion,PlayStation,Role-Playing,Hit Maker,NIS America,1,0,2010,2,3,0.375,0.46808510638297884,0.03333333333333333,0.10691209029214997,1,608,856,9,39
2614,Chronovolt,PlayStation,Action,Playerthree,Playerthree,1,0,2012,12,1,0.375,0.3085106382978724,0.0,0.011603443716392912,1,705,1425,0,39
2615,Dead Island: Ryder White,Xbox,Action Adventure,Techland,Deep Silver,1,0,2012,2,4,0.375,0.6276595744680852,0.0,0.14966080925731753,1,237,1866,1,45
2616,The Mummy Returns,PlayStation,Action Adventure,Blitz Games,Universal Interactive,1,0,2001,10,3,0.375,0.6702127659574468,0.0,0.09697801041242755,1,950,253,1,39
2617,State of Emergency 2,PlayStation,Action,DC Studios,SouthPeak Games,4,1,2006,2,4,0.375,0.6063829787234043,0.027777777777777776,0.11813921021140805,1,830,448,0,39
2618,AeternoBlade II,Nintendo,Action,Corecell Technology,Corecell Technology,1,0,2019,10,3,0.375,0.4148936170212767,0.0,0.0895354637265254,1,199,398,0,0
2619,MotoGP 08,Wii,Racing,Milestone S.r.l,Capcom,2,0,2009,3,1,0.375,0.5638297872340426,0.0,0.05781908293282869,1,161,1181,8,43
2620,"Harry Potter and the Deathly Hallows, Part 2","PlayStation, Xbox",Action,EA Bright Light,Electronic Arts,1,0,2011,7,3,0.3693181818181818,0.5106382978723405,0.016129032258064516,0.11347454435606735,0,290,553,0,42
2621,Discs of Tron,Xbox,Action,Backbone Charlottetown,Disney Interactive Studios,2,1,2008,2,1,0.375,0.6808510638297873,0.06666666666666667,0.6631653562348107,1,261,170,0,45
2622,Big Beach Sports,Wii,General,HB Studios Multimedia,THQ,1,0,2008,6,1,0.375,0.7872340425531916,0.0,0.32614718506375684,1,875,811,5,43
2623,The Sacred Rings,PC,Adventure,Streko-Graphics Inc.,The Adventure Company,1,0,2007,3,2,0.375,0.7012011581983197,0.0,0.015827465000420836,1,901,1784,2,31
2624,Q*bert: Rebooted,PlayStation,Action,LOOT Entertainment,LOOT Entertainment,1,0,2015,2,1,0.375,0.47872340425531923,0.0,0.08217764974835083,1,512,1035,0,39
2625,Risen 3: Titan Lords,"PlayStation, Xbox",General,Piranha Bytes,Deep Silver,1,0,2014,8,4,0.3295454545454546,0.44148936170212777,0.0,0.21618500517989345,0,237,1405,5,42
2626,The Uncertain: Light at the End,PC,General,ComonGames,ComonGames,1,0,2020,10,3,0.375,0.5851063829787235,0.0,0.07024315622832138,1,195,389,5,31
2627,Combat of Giants: Dinosaurs 3D,Nintendo,General,Ubisoft,Ubisoft,1,0,2011,3,2,0.375,0.5319148936170214,0.0,0.05781908293282869,1,948,1980,5,0
2628,Husk,PC,Action Adventure,UndeadScout,IMGN.PRO,1,0,2017,2,3,0.375,0.4148936170212767,0.0,0.05320471149344372,1,456,2001,1,31
2629,Johnny Kung Fu,Nintendo,Action,UFO Interactive,UFO Interactive,1,0,2012,7,2,0.375,0.4893617021276597,0.0,0.07124403743875068,1,945,1978,0,0
2630,FunTown Mahjong,Xbox,Miscellaneous,FunTown World Limited,Microsoft Game Studios,4,1,2009,1,1,0.375,0.7012011581983197,0.0,0.6631653562348107,1,577,701,6,45
2631,Crash Time: Autobahn Pursuit,Xbox,Arcade,Synetic,Crave,2,0,2008,8,3,0.375,0.7659574468085107,0.0,0.07442545957579938,1,205,1824,3,45
2632,Godzilla: Unleashed,Wii,Action,"Pipeworks Software, Inc.",Atari,1,0,2007,12,2,0.375,0.7446808510638299,0.03225806451612903,0.27417899048809274,1,79,1404,0,43
2633,NeverEnd (2006),PC,Role-Playing,Mayhem Studios,DreamCatcher Interactive,1,0,2006,10,3,0.375,0.46808510638297884,0.07692307692307693,0.02977018383031975,1,270,1138,9,31
2634,Jonny Moseley Mad Trix,PlayStation,Sports,3DO,3DO,1,0,2001,12,3,0.375,0.5744680851063831,0.14285714285714285,0.030683641477694337,1,19,29,13,39
2635,Street Trace: NYC,Xbox,Driving,Gaia Industries,Gaia Industries,8,1,2007,8,2,0.375,0.6702127659574468,0.0,0.0460254622165415,1,362,721,4,45
2636,Tom Clancy's Ghost Recon Advanced Warfighter,"PlayStation, Xbox",Action,Ubisoft Shanghai,Ubisoft,8,1,2006,3,3,0.6363636363636364,0.6276595744680853,0.48717948717948717,0.43192496148228565,0,948,1993,0,42
2637,Harmonix Music VR,PlayStation,Action,Harmonix Music Systems,Harmonix Music Systems,1,0,2016,10,1,0.375,0.6489361702127661,0.1,0.17035503213838918,1,426,825,0,39
2638,C.O.R.E.,Nintendo,Action,NoWay Studio,Graffiti Entertainment,1,0,2009,8,4,0.375,0.6914893617021277,0.0,0.1515509119342985,1,405,1294,0,0
2639,Oddworld: Munch's Oddysee,Nintendo,Action,Art,THQ,1,0,2003,9,1,0.375,0.27659574468085113,0.0,0.014454770733207173,1,875,121,0,0
2640,Dragonriders: Chronicles of Pern,PC,General,Ubisoft,Red Storm Entertainment,1,0,2001,8,3,0.375,0.5638297872340426,0.0,0.015827465000420836,1,744,1980,5,31
2641,Yu-Gi-Oh! The Falsebound Kingdom,Old Platform,Strategy,Konami,Konami,1,0,2003,11,1,0.375,0.7446808510638299,0.0,0.3232513404002783,0,507,1017,14,20
2642,Mike Tyson Boxing,"Nintendo, PlayStation",Sports,Virtucraft,Ubisoft,2,0,2000,10,1,0.375,0.7012011581983197,0.0,0.6631653562348107,0,948,2045,13,14
2643,TotemBall,Xbox,Action,Strange Flavour,Freeverse Software,2,0,2006,10,1,0.375,0.2872340425531915,0.0,0.014666775612075113,1,344,1778,0,45
2644,Cortex Command,PC,Action,Data Realms,Data Realms,1,0,2012,9,3,0.375,0.7446808510638299,0.0,0.4938094690545319,1,231,466,0,31
2645,Black Stone: Magic & Steel,Xbox,Role-Playing,Xpec,Xicat Interactive,4,1,2003,3,3,0.375,0.723404255319149,0.0,0.0595403676606395,1,1014,2118,9,45
2646,Ridge Racer,PlayStation,Arcade,Namco Bandai Games,Namco Bandai Games,8,1,2005,3,2,0.625,0.6117021276595745,0.49137931034482757,0.46935928258003773,1,613,1241,3,39
2647,Battleship,"PlayStation, Xbox",Action,Double Helix Games,Activision,1,0,2012,5,3,0.34090909090909094,0.21808510638297876,0.0,0.05237407541822103,0,41,532,0,42
2648,SunAge,PC,General,Vertex 4,GamersGate,4,1,2007,11,3,0.375,0.7553191489361704,0.0,0.1970896954005958,1,382,2031,5,31
2649,Submersed,PlayStation,Action Adventure,Main Loop,"Factoria Cultural Gestio, S.L.",1,0,2019,7,4,0.375,0.46808510638297884,0.0,0.07875947347427203,1,314,1115,1,39
2650,Mindjack,"PlayStation, Xbox",Action,FeelPlus,Square Enix,6,1,2011,1,4,0.3693181818181818,0.14361702127659576,0.016129032258064516,0.04518967698632133,0,840,648,0,42
2651,Waking,PC,Action,Jason Oda,tinyBuild,1,0,2020,6,3,0.375,0.2659574468085107,0.0,0.6631653562348107,1,1046,961,0,31
2652,Combat: Task Force 121,Xbox,Action,Direct Action Games,Groove Games,16,1,2005,3,4,0.375,0.7446808510638299,0.0,0.07442545957579938,1,415,520,0,45
2653,Empire of Magic,PC,General,Mayhem Studios,Summitsoft Entertainment,2,0,2003,4,3,0.375,0.7012011581983197,0.0,0.6631653562348107,1,862,1138,5,31
2654,Evolution Skateboarding,PlayStation,Sports,Konami,Konami,2,0,2002,10,3,0.375,0.7553191489361704,0.0,0.08672862439924303,1,507,1017,13,39
2655,Calvino Noir,PlayStation,General,Calvino Noir Ltd.,Calvino Noir Ltd.,1,0,2015,8,3,0.375,0.723404255319149,0.0,0.6631653562348107,1,159,319,5,39
2656,Tornado,Nintendo,Action,Skonec,Ignition Entertainment,1,0,2008,10,1,0.375,0.7012011581983197,0.0,0.6631653562348107,1,465,1689,0,0
2657,Gothic 3: Forsaken Gods,PC,Role-Playing,Trine Games,JoWooD Entertainment AG,1,0,2008,11,3,0.375,0.3085106382978724,0.0,0.11432473425512767,1,489,1954,9,31
2658,MilitAnt,PlayStation,Action,Xibalba Studios,Xibalba Studios,1,0,2016,7,2,0.375,0.5425531914893619,0.0,0.06927000743744825,1,1013,2117,0,39
2659,Pirates vs Ninjas Dodgeball,Xbox,Sports,Blazing Lizard,SouthPeak Games,8,1,2008,9,2,0.375,0.6702127659574468,0.0,0.05866710244830045,1,830,249,13,45
2660,Buffy the Vampire Slayer: Wrath of the Darkhul King,Nintendo,Action,Natsume,THQ,1,0,2003,6,3,0.375,0.9042553191489364,0.0625,0.07442545957579938,1,875,1246,0,0
2661,Metal Dungeon,Xbox,Role-Playing,Panther Software,Xicat Interactive,1,0,2002,12,3,0.375,0.6063829787234043,0.0,0.04533001721828965,1,1014,1367,9,45
2662,Jurassic Park III: The DNA Factor,Nintendo,Action,Konami Computer Entertainment Hawaii,Konami,1,0,2001,7,1,0.375,0.5425531914893619,0.0,0.6631653562348107,1,507,1018,0,0
2663,Bombshell (2016),PC,Role-Playing,Interceptor Entertainment,3D Realms,1,0,2016,1,4,0.36363636363636365,0.37234042553191493,0.0,0.18098781736055825,1,18,936,9,31
2664,Turning Point: Fall of Liberty,"PC, PlayStation, Xbox",Action,Spark Unlimited,Codemasters,8,1,2008,2,3,0.3446969696969697,0.546099290780142,0.007575757575757576,0.19301919415339633,0,190,1733,0,35
2665,Danger Girl,PlayStation,Action,n-Space,THQ,1,0,2000,9,3,0.36363636363636365,0.5744680851063831,0.0,0.05866710244830045,1,875,2173,0,39
2666,Word Puzzle,Xbox,General,InterServ International,InterServ International,4,1,2007,11,1,0.36363636363636365,0.7012011581983197,0.0,0.031161718984265264,1,472,934,5,45
2667,Devil's Third,Wii,Action,Valhalla Game Studios,Nintendo,16,1,2015,8,4,0.36363636363636365,0.6702127659574468,0.05555555555555555,0.5470438299994459,1,632,2015,0,43
2668,Everreach: Project Eden,PC,Action,Elder Games,Headup Games,1,0,2019,12,3,0.36363636363636365,0.45744680851063835,0.0,0.05392193676563961,1,430,593,0,31
2669,Blood Knights,Xbox,General,Deck 13,DTP Entertainment,1,0,2013,11,4,0.36363636363636365,0.47872340425531923,0.0,0.043364312199621516,1,225,474,5,45
2670,Digimon World Data Squad,PlayStation,General,Bec,Namco Bandai Games America,1,0,2007,9,2,0.36363636363636365,0.7765957446808511,0.0,0.23758242287144438,1,614,189,5,39
2671,Six Flags Fun Park,Wii,Action,7 Studios,Ubisoft,1,0,2009,3,2,0.36363636363636365,0.723404255319149,0.0,0.0595403676606395,1,948,42,0,43
2672,Monster Jam,Xbox,Racing,Torus Games,Activision,4,1,2007,11,1,0.36363636363636365,0.6702127659574468,0.0,0.07227385366603586,1,41,1931,8,45
2673,Power Rangers Super Megaforce,Nintendo,Action,Bandai Namco Games,Bandai Namco Games,1,0,2014,10,2,0.36363636363636365,0.5638297872340426,0.0,0.6631653562348107,1,97,178,0,0
2674,Quantum Theory,"PlayStation, Xbox",Action,Tecmo,Tecmo,10,1,2010,9,4,0.3295454545454546,0.4255319148936171,0.0,0.09634509530465811,0,892,1868,0,42
2675,John Deere: Harvest in the Heartland,Nintendo,Strategy,Black Lantern Studios,Destineer,1,0,2007,11,1,0.36363636363636365,0.7012011581983197,0.14285714285714285,0.015827465000420836,1,244,239,14,0
2676,New Rally-X,Xbox,Action,Bandai Namco Games,Namco Bandai Games,1,0,2006,12,1,0.36363636363636365,0.4361702127659576,0.0,0.015341820738847168,1,613,178,0,45
2677,FIFA 20: Legacy Edition,Nintendo,Sim,Electronic Arts,Electronic Arts,22,1,2019,9,1,0.36363636363636365,0.06382978723404256,0.0,0.057218499613616955,1,290,594,11,0
2678,Soldner: Secret Wars,PC,Action,Wings Simulations,"Encore Software, Inc.",32,1,2004,6,3,0.36363636363636365,0.4148936170212767,0.043478260869565216,0.08315384800500553,1,297,2098,0,31
2679,Spuds Unearthed,PlayStation,General,Gamedust,Gamedust,1,0,2020,4,2,0.36363636363636365,0.7127659574468086,0.0,0.09974165241425097,1,376,736,5,39
2680,Hatred,PC,Action,Destructive Creations,Destructive Creations,1,0,2015,6,5,0.36363636363636365,0.47872340425531923,0.0,0.3557292977110144,1,245,495,0,31
2681,Flushed Away,PlayStation,Action,Monkey Bar Games,D3,2,0,2006,10,1,0.36363636363636365,0.6382978723404256,0.0,0.04533001721828965,1,218,1203,0,39
2682,XEL,Nintendo,General,Tiny Roar,Assemble Entertainment,1,0,2022,7,3,0.36363636363636365,0.7012011581983197,0.0,0.031161718984265264,1,76,1921,5,0
2683,New Gundam Breaker,PlayStation,Action,Bandai Namco Games,Bandai Namco Games,6,1,2018,6,3,0.36363636363636365,0.3085106382978724,0.045454545454545456,0.07327261299248301,1,97,178,0,39
2684,PlayStation Move Ape Escape,PlayStation,Miscellaneous,SCE Japan Studio,SCEA,1,0,2011,7,2,0.36363636363636365,0.4148936170212767,0.0,0.08730213873343523,1,768,1594,6,39
2685,1950s Lawn Mower Kids,Nintendo,Action,Zordix,Zordix,1,0,2011,11,1,0.36363636363636365,0.7012011581983197,0.0,0.015580859492132632,1,1030,2149,0,0
2686,Final Fight: Streetwise,"PlayStation, Xbox",Action,Capcom,Capcom,2,0,2006,2,4,0.35795454545454547,0.7765957446808511,0.06226053639846743,0.166566851857469,0,161,324,0,42
2687,Pac-Man Party 3D,Nintendo,Miscellaneous,Namco Bandai Games,Namco Bandai Games America,1,0,2011,11,1,0.36363636363636365,0.46808510638297884,0.0,0.08088290514845942,1,614,1241,6,0
2688,MLB Slugfest 20-04,Nintendo,Arcade,Handheld Games,Midway,1,0,2003,3,1,0.36363636363636365,0.7012011581983197,0.0,0.6631653562348107,1,578,818,3,0
2689,ECW Anarchy Rulz,"Old Platform, PlayStation",Action,Acclaim,Acclaim,1,0,2000,8,1,0.3352272727272727,0.6702127659574468,0.0,0.36091622934155554,0,35,59,0,25
2690,America's Army: True Soldiers,Xbox,Action,Red Storm Entertainment,Ubisoft,16,1,2007,11,3,0.36363636363636365,0.6808510638297873,0.0,0.30308078482361334,1,948,1530,0,45
2691,Myst,Nintendo,Adventure,Hoplite Research,Empire Interactive,1,0,2008,5,1,0.36363636363636365,0.27659574468085113,0.0,0.028909541466414345,1,294,864,2,0
2692,Dead or Alive Xtreme 3: Fortune,PlayStation,Sports,Team Ninja,Koei Tecmo Games,1,0,2016,3,3,0.36363636363636365,0.7659574468085107,0.0,0.5576692466381328,1,506,1861,13,39
2693,Surgeon Simulator: Experience Reality,PlayStation,Simulation,Bossa Studios,Bossa Studios,1,0,2016,12,3,0.36363636363636365,0.4361702127659576,0.0,0.054658763361050265,1,137,280,12,39
2694,Cruis'n  Exotica,Nintendo,Arcade,Gratuitous Games,Midway,1,0,2000,10,1,0.36363636363636365,0.7765957446808511,0.0,0.1139904599020011,1,578,789,3,0
2695,Of Bird and Cage,PC,Adventure,Capricia Productions,All in! Games,1,0,2021,5,3,0.36363636363636365,0.7021276595744682,0.07142857142857142,0.12298221756236309,1,52,326,2,31
2696,Dead Alliance,Xbox,Action,IllFonic,Maximum Games,8,1,2017,8,4,0.36363636363636365,0.34042553191489366,0.0,0.0,1,556,904,0,45
2697,Will of Steel,PC,General,Gameyus Interactive,GMX Media,1,0,2005,2,3,0.36363636363636365,0.6382978723404256,0.0,0.0595403676606395,1,360,744,5,31
2698,Rise of the Guardians,Xbox,General,Torus Games,D3Publisher,4,1,2012,11,2,0.36363636363636365,0.3510638297872341,0.0,0.028909541466414345,1,219,1931,5,45
2699,Tron,Xbox,Action,Backbone Entertainment,Disney Interactive Studios,2,1,2008,1,1,0.36363636363636365,0.7127659574468086,0.0,0.0460254622165415,1,261,171,0,45
2700,Farscape: The Game,PC,General,Red Lemon Studios,Simon & Schuster,1,0,2002,8,3,0.36363636363636365,0.7012011581983197,0.0,0.6631653562348107,1,807,1529,5,31
2701,Justice League Heroes,Nintendo,Role-Playing,Sensory Sweep,Warner Bros. Interactive Entertainment,1,0,2006,10,2,0.36363636363636365,0.6382978723404256,0.0,0.05866710244830045,1,980,1646,9,0
2702,Gardening Mama 2: Forest Friends,Nintendo,General,Racjin,Majesco Games,1,0,2014,4,1,0.36363636363636365,0.7012011581983197,0.0,0.6631653562348107,1,544,1490,5,0
2703,Ben 10: Omniverse,Wii,Action,Vicious Cycle,D3Publisher,1,0,2012,11,2,0.36363636363636365,0.6914893617021277,0.0,0.18032896679584634,1,219,2036,0,43
2704,Hot Wheels: Beat That!,Xbox,Arcade,Eutechnyx,Activision,1,0,2007,9,1,0.36363636363636365,0.6702127659574468,0.0,0.12132435772268912,1,41,618,3,45
2705,Naughty Bear,"PlayStation, Xbox",Action,Artificial Mind and Movement,505 Games,4,1,2010,6,3,0.36363636363636365,0.5797872340425533,0.0,0.23778404099543476,0,22,133,0,42
2706,Bliss Island,Xbox,General,Pompom Software,Codemasters,2,1,2008,3,1,0.36363636363636365,0.7127659574468086,0.08333333333333333,0.0460254622165415,1,190,1450,5,45
2707,Jeremy McGrath Supercross 2000,"Old Platform, PlayStation",Racing,Acclaim,Acclaim,1,0,1999,9,1,0.36363636363636365,0.7601750471842663,0.0,0.35459540922567606,0,35,59,8,25
2708,Funk of Titans,Xbox,Action,A Crowd of Monsters,A Crowd of Monsters,1,0,2015,1,3,0.36363636363636365,0.4255319148936171,0.0,0.10848185833901061,1,26,46,0,45
2709,RollerCoaster Tycoon World,PC,Strategy,Nvizzio Creations,Atari,1,0,2016,11,1,0.36363636363636365,0.19148936170212771,0.0,0.0779139948881216,1,79,1312,14,31
2710,Air Conflicts: Vietnam,PC,Action,bitComposer Games,Kalypso,1,0,2013,10,3,0.36363636363636365,0.27659574468085113,0.0,0.03481033114917874,1,495,2154,0,31
2711,Asphalt 3D,Nintendo,General,Gameloft,Ubisoft,1,0,2011,3,2,0.36363636363636365,0.5425531914893619,0.05405405405405406,0.13306526341800373,1,948,739,5,0
2712,Fast Draw Showdown,Wii,Action,Digital Leisure Inc.,Digital Leisure Inc.,2,0,2010,1,3,0.36363636363636365,0.7012011581983197,0.0,0.015827465000420836,1,255,513,0,43
2713,NBA Live 14,"PlayStation, Xbox",Arcade,EA Sports,Electronic Arts,2,0,2013,11,1,0.32386363636363635,0.2712765957446809,0.0,0.13396540973212107,0,290,564,3,42
2714,Justice League: Chronicles,Nintendo,Action,Full-Fat,Midway,2,0,2003,11,1,0.36363636363636365,0.7012011581983197,0.0,0.6631653562348107,1,578,700,0,0
2715,Ice Age: Continental Drift - Arctic Games,Xbox,Action,Activision,Activision,1,0,2012,7,1,0.36363636363636365,0.6489361702127661,0.0,0.0595403676606395,1,41,66,0,45
2716,Furu Furu Park,Wii,Miscellaneous,Taito Corporation,Majesco Games,1,0,2008,1,2,0.36363636363636365,0.47872340425531923,0.0,0.015580859492132632,1,544,1842,6,43
2717,Battle: Los Angeles,"PC, PlayStation, Xbox",Action,Saber Interactive,Konami,1,0,2011,3,3,0.3295454545454546,0.39716312056737596,0.015151515151515152,0.04885794901536333,0,507,1618,0,35
2718,Rengoku: The Tower of Purgatory,PlayStation,General,Neverland,Konami,4,1,2005,4,4,0.36363636363636365,0.6170212765957448,0.0,0.14601859897576216,1,507,1261,5,39
2719,Enki,PC,Adventure,Storm in a Teacup,Soedesco,1,0,2015,7,3,0.36363636363636365,0.4361702127659576,0.0,0.06927000743744825,1,824,1772,2,31
2720,The Legend of Alon D'ar,PlayStation,Role-Playing,Stormfront Studios,Ubisoft,2,0,2001,12,3,0.36363636363636365,0.6382978723404256,0.07142857142857142,0.08549284492650083,1,948,1774,9,39
2721,One Piece: Romance Dawn,Nintendo,General,Three Rings,Namco Bandai Games,1,0,2014,2,3,0.3522727272727273,0.6702127659574468,0.0,0.18032896679584634,1,613,1909,5,0
2722,Game Tycoon,PC,Strategy,Tri Synergy,Tri Synergy,1,0,2006,3,2,0.3522727272727273,0.3191489361702128,0.1111111111111111,0.06395390266180385,1,931,1946,14,31
2723,Touhou Kobuto V: Burst Battle,"Nintendo, PlayStation",Action,CUBETYPE,NIS America,2,0,2017,10,3,0.3295454545454546,0.4255319148936171,0.0,0.07842837308986744,0,608,315,0,14
2724,Mission: Impossible: Operation Surma,Nintendo,Action,M4 Limited,Atari,1,0,2003,12,3,0.3522727272727273,0.7012011581983197,0.0,0.015827465000420836,1,79,1090,0,0
2725,Dino Island,PC,Strategy,Monte Cristo Multimedia,Strategy First,1,0,2002,8,1,0.3522727272727273,0.7659574468085107,0.14285714285714285,0.20437282903529252,1,852,1210,14,31
2726,Jazz and Faust,PC,Adventure,Saturn+,1C,1,0,2002,6,3,0.3522727272727273,0.7012011581983197,0.2,0.6631653562348107,1,6,1632,2,31
2727,The Sopranos: Road to Respect,PlayStation,Action Adventure,7 Studios,THQ,1,0,2006,11,4,0.3522727272727273,0.521276595744681,0.0,0.14708769764094595,1,875,42,1,39
2728,Block Factory,Nintendo,General,Enjoy Gaming,Enjoy Gaming,1,0,2012,4,1,0.3522727272727273,0.5319148936170214,0.0,0.030683641477694337,1,300,605,5,0
2729,Time and Eternity,PlayStation,Role-Playing,Image Epoch,NIS America,1,0,2013,7,3,0.3522727272727273,0.5425531914893619,0.025,0.23931082761286818,1,608,908,9,39
2730,The Elder Scrolls: Blades,Nintendo,Role-Playing,Bethesda Game Studios,Bethesda Softworks,1,1,2020,5,3,0.3522727272727273,0.23404255319148942,0.0,0.06656608989540577,1,106,202,9,0
2731,MC Groovz Dance Craze,Old Platform,Miscellaneous,Mad Catz,Mad Catz,2,0,2004,11,1,0.3522727272727273,0.6914893617021277,0.375,0.08549284492650083,0,540,1098,6,20
2732,Bloodforge,Xbox,Action,Climax Group,Microsoft Game Studios,1,0,2012,4,4,0.3522727272727273,0.7446808510638299,0.022727272727272728,0.3101336808495495,1,577,370,0,45
2733,ArchLord,PC,Role-Playing,NHN Corporation,Codemasters,1,0,2006,10,3,0.3522727272727273,0.5957446808510639,0.06666666666666667,0.14601859897576216,1,190,1236,9,31
2734,Coraline,Wii,General,Papaya Studios,D3Publisher,1,0,2009,1,2,0.3522727272727273,0.6170212765957448,0.0,0.07227385366603586,1,219,1369,5,43
2735,Beyond the Law: The Third Wave,PC,Action,Magnum Games,Magnum Games,1,0,2004,4,3,0.3522727272727273,0.4148936170212767,0.0,0.07875947347427203,1,543,1114,0,31
2736,Clash of the Titans: The Videogame,"PlayStation, Xbox",General,Game Republic,Namco Bandai Games,1,0,2010,7,3,0.3465909090909091,0.2872340425531915,0.0,0.050229276202872195,0,613,729,5,42
2737,Gleamlight,Nintendo,Action,DICO,D3Publisher,1,0,2020,8,3,0.3522727272727273,0.23404255319148942,0.0,0.0277080029749793,1,219,450,0,0
2738,Zumba Fitness: Join the Party,Xbox,General,"Pipeworks Software, Inc.",Majesco Games,8,1,2010,11,1,0.3522727272727273,0.5531914893617023,0.0,0.09436338933986932,1,544,1404,5,45
2739,Family Party: 30 Great Games,Wii,Miscellaneous,Tamsoft,The Game Factory,4,1,2008,12,2,0.3522727272727273,0.21276595744680854,0.0,0.01385400148748965,1,911,1847,6,43
2740,SPRay,Wii,General,EKO Software,Tecmo,1,0,2008,12,2,0.3522727272727273,0.46808510638297884,0.0,0.6631653562348107,1,892,568,5,43
2741,KURSK,PC,Adventure,Jujubee,Jujubee,1,0,2018,11,3,0.3522727272727273,0.3829787234042554,0.0,0.10397030172186825,1,491,970,2,31
2742,Hello Neighbor,"Nintendo, PC, Xbox",Action,tinyBuild,tinyBuild,1,0,2017,12,2,0.32575757575757575,0.46099290780141855,0.0,0.22167132603727913,0,1046,2185,0,13
2743,Steel Horizon,Nintendo,General,Climax Group,Konami,2,1,2007,3,2,0.3522727272727273,0.5851063829787235,0.0,0.6631653562348107,1,507,370,5,0
2744,Stranger (2007),PC,General,Fireglow,cdv Software,8,1,2008,3,3,0.3522727272727273,0.44680851063829796,0.0,0.056194524982657104,1,1033,655,5,31
2745,Rock Revolution,"PlayStation, Xbox",Action,Zoe Mode,Konami,6,1,2008,10,3,0.3295454545454546,0.5904255319148937,0.025,0.3827458002468484,0,507,2142,0,42
2746,MX vs. ATV Supercross Encore,PlayStation,General,Rainbow Studios,CokeM Interactive,12,1,2015,10,1,0.3522727272727273,0.4255319148936171,0.0,0.08730213873343523,1,192,1496,5,39
2747,CSI: Crime Scene Investigation: Fatal Conspiracy,Xbox,General,Telltale Games,Ubisoft,1,0,2010,10,4,0.3522727272727273,0.47872340425531923,0.0,0.6631653562348107,1,948,1873,5,45
2748,Go! Sports Skydiving,PlayStation,Sports,Light Weight,SCEA,4,1,2008,2,1,0.3522727272727273,0.3936170212765958,0.0,0.042746422463250416,1,768,1059,13,39
2749,Arcania: The Complete Tale,PlayStation,General,Spellbound,Nordic Games Publishing,1,0,2013,8,3,0.3522727272727273,0.45744680851063835,0.0,0.0997738728382117,1,640,1734,5,39
2750,Spider-Man 2: The Game,PC,General,Fizz Factor,Activision,1,0,2004,6,1,0.3522727272727273,0.3936170212765958,0.0,0.15774420592629282,1,41,659,5,31
